group_.one,group_.two,session_id,% Sessions,plptopdp,add_to_cart,%Plpconvertion,purchase,product_revenue,tasa_conversion,Ticket Promedio
?_ga=2.32000958.1067225417.1773707973-1093901387.1773707973,sin_path2,1,0,0,0,0,0,0,0,null
listas,pendrive-32gb,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23559321725&gbraid=0aaaaaday7cy8-qlpozw-jtm-sjusp9wcy&gclid=cjwkcajwjttnbhb0eiwauswyhtqiz8o0ylmjrsc_ywde3a432djl-pgvj5nx-izclituxsipcn7ojhocxlsqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
chuteador,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=21675658765&gbraid=0aaaaaday7cbfu5oivlw3hkeokaxxc9vdp&gclid=cjwkcaiah5xnbhaaeiwa_bu8fwgadr7-7yw3czuooj-nifdtgvvevt0e2a6_azlk_oz3-akam2dfihocofcqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
listas,home-theater-samsung,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cj0kcqjw7ijobhdyarisafzrwqxwbecdks17nltsejcao9yacblx2vx6cgpqr3rbaatuhp96l4lpjeeaasv7ealw_wcb&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
kuguera,sin_path2,1,0,0,0,0,0,0,0,null
vestidos maternales,sin_path2,1,0,0,0,0,0,0,0,null
puma park blancas,sin_path2,1,0,0,0,0,0,0,0,null
herramientas,crownman,1,0,0,0,0,0,0,0,null
?_ga=2.71825617.391486909.1774322858-1704397258.1774322858,sin_path2,1,0,0,0,0,0,0,0,null
lista-de-novios,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23563495867&gbraid=0aaaaaday7cykfxzprxxpm46xg983bv-q9&gclid=cj0kcqjw7ijobhdyarisafzrwqwl2i9lwaq9ibgw62558rles6vli5ygou3sni-_7bzklez-ta7cxmoaasy0ealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?lid=kiw92fqy4udp,sin_path2,1,0,0,0,0,0,0,0,null
audífonos samsung,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23558821430&gbraid=0aaaaaday7cymz0xivjtqztpvyl0xlsfyv&gclid=cjwkcajwsppobhb9eiwatfbi5jsr5aumjj0zcwpkvzt5datoyq8j-iq0y6vjl8laaotly1molws0pxoctn8qavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.243695813.1168592514.1772551811-997838090.1767645350,sin_path2,1,0,0,0,0,0,0,0,null
sabana super king,sin_path2,1,0,0,0,0,0,0,0,null
listas,cubiertos-acero-inoxidable,1,0,1,0,1,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=21134479841&gbraid=0aaaaaday7cysbitr0n7w5fae8fwknzxvw&gclid=cjwkcajwvqjobhageiwangeqnvhmpko_fw7povgkm_ohsytpygo6jun_ltuty5lkrugxv1fvmuezwhocqyyqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23559308390&gbraid=0aaaaaday7cy6v99asmnkemn21snet9ald&gclid=cj0kcqiak6rnbhcxarisan5mqluz7_bg76ioajrbaddgb1m-1ogix7knqejzhgftng7amfypca2iclkaajjqealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
ninos,pantalones,1,0,0,0,0,0,0,0,null
outlet,smart-tv,1,0,0,0,0,0,0,0,null
listas,mario-kart-world,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cj0kcqjw4a3obhcharisachaqjmmknpsw0h9zzvkbuv3j_usmbiklyzrgmvx0vb4mpwcfelzg-irqnsaanjcealw_wcb&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
listas,nike-dri-fit,1,0,0,0,0,0,0,0,null
listas,estudio-fotografico,1,0,0,0,0,0,0,0,null
outlet,sweaters,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=22406935403&gbraid=0aaaaaday7cavsuzuayrhn96taskf9c9z3&gclid=cjwkcajwg_nnbhageiwaiypya8seidsrf6muzz_puhgfxke9u6chlbvyhdn242vygzyeexkkqluu1hocdtiqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
traje de baño deportivo mujer,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23560227013&gbraid=0aaaaaday7czztcmkdtdxigqksmh_l2blb&gclid=cjwkcajwyypobhbxeiwagpt8p1kpr8wiof3gpkytn6qwixvi9rwukxwwa67hy1wpprherrm1cd0guhocgciqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
listas,faja-4-bandas,1,0,0,0,0,0,0,0,null
?gad_source=2&gad_campaignid=23669511497&gclid=cj0kcqjw4ppnbhd8arisamo-icyc-e-m4khihxxfsrbwrhpvkyhua0l4av_1xtosurcaaq5wk2o2iceaajeyealw_wcb&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
puertas closet,sin_path2,1,0,0,0,0,0,0,0,null
listas,tablet-lenovo-10-1,1,0,0,0,0,0,0,0,null
chalas de cuero,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23534922662&gbraid=0aaaaaday7cyhuql_tn1jk7fdfcb4witke&gclid=cjwkcajwjttnbhb0eiwauswyhoszn0djgyd75aq0-jxvigpsbwaomqtsz6vz4ja-w9vjm23qffcqzrocab8qavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23554119282&gbraid=0aaaaaday7cblhusifl2xpnewavrzpjeaq&gclid=cjwkcajwg_nnbhageiwaiypyax38pmh9f-2gdu4coz14wmxgnwizfeu1mapblh8i0tgsbkb3v2sdubocvcmqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
listas,maquina-para-pastas,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23534912285&gbraid=0aaaaaday7cz7_8a0z11fd7jlnrzj5zgmr&gclid=cj0kcqjw1zjobhcmarisadduftb3nruumdbxlliqalxdfrvyif5oo8xk9swaswo8svnpdi0c0tkjgbmaanedealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?gad_source=5&gad_campaignid=23617203495&gclid=eaiaiqobchmi86n9qcqykwmvrqphbh3vyq92eaeyasaaegicafd_bwe&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23553507252&gbraid=0aaaaaday7cyvne_v1c225tt5jemnky-mc&gclid=cj0kcqjwpv7nbhczarisadkifwwxwfti_bw18lyproan7f48ez0hd_al0p221k2gz4xdsanjfaop8r4aahxzealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=16816486724&gbraid=0aaaaaday7caa9wbujgk-wsdc-xy7amtxn&gclid=cj0kcqjw4a3obhcharisachaqjobavg7rjneldqthxhvjebho3d4wpv4vuyrsuewisf0yoxjjkkpov0aaq0mealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
listas,brazalete,1,0,0,0,0,0,0,0,null
?_ga=2.145800500.1833307406.1772478648-243568.1769735681,sin_path2,1,0,0,0,0,0,0,0,null
zapatilla mujer deportiva,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.112527172.1168747242.1774466479-38187063.1774299898,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=21520275965&gbraid=0aaaaaday7caotww8s1fhkmgjmktvsgyko&gclid=cjwkcajwyypobhbxeiwagpt8p2aa_m9ddpjokter3bp-crre6iw0s4ca-vcxwrk_wu4frsuicnwkproc308qavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23373638376&gbraid=0aaaaaday7czjragd3obduhcdskay5jcze&gclid=cj0kcqjw7ijobhdyarisafzrwqwktzhn-b5u1hrfensdtql-0wuokbimm-tyzbxttuizximnefetoj0aahnaealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23559298319&gbraid=0aaaaaday7cy9x5eh8k8ke74d8pdz7kart&gclid=cjwkcaiazz_nbhaeeiwamtqky9o2qyc8uqc5lzqwpfbnrxhyjd7qvuzyvew9jr83ibsqaris1xlolhocdboqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
zapatillas hombre urbanas vans,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23566594213&gbraid=0aaaaaday7cz7am5barh1i_eyvtfisqbs2&gclid=cj0kcqjw9-pnbhdfarisabhn6-2dl0rxcebsirinuljf1kkozkymzkmowlrleziwwlon7cpz1sw7apgaaojnealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
camping,sin_path2,1,0,0,0,0,0,0,0,null
?gad_source=5&gad_campaignid=23699073551&gclid=cj0kcqjw1zjobhcmarisadduftao3503bgjnjk_n0tr6r6qrxnmcoxj54xmrybyvskfcy2ovsb04jguaanj0ealw_wcb&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
listas,notebook-gamer-msi,1,0,1,0,1,0,0,0,null
?_ga=2.2484979.236045764.1773158152-1537294439.1765729685,sin_path2,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cjwkcajwyypobhbxeiwagpt8p6nm6lzqasu2bc8kkrrd66__if3le_kyasf3xpsmdism8prdqh--drocxocqavd_bwe&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
polera tommy hilfiger hombre,sin_path2,1,0,0,0,0,0,0,0,null
chaleco de lanamujer,sin_path2,1,0,0,0,0,0,0,0,null
juguetes de gatos,sin_path2,1,0,0,0,0,0,0,0,null
regalos,samsung,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=21510923920&gbraid=0aaaaaday7cayzsewyqzqs7hfqgmssbp2u&gclid=cj0kcqjw7ijobhdyarisafzrwqzxk-o_dhxgdboystaaoija200hux1frhtmirjfsy1f0u_5hnowcnmaakizealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
automotriz,plumillas,1,0,0,0,0,0,0,0,null
?_ga=2.83652822.1374745318.1773512314-1825979475.1771381627,sin_path2,1,0,0,0,0,0,0,0,null
experiencias-y-servicios,?_ga=2.254701768.1516175755.1773265938-313352868.1704316094,1,0,0,0,0,0,0,0,null
crema babe,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23560227013&gbraid=0aaaaaday7cygotqswrkldvswur2nnbh1c&gclid=cjwkcaiazz_nbhaeeiwamtqky4yjzcmtnopnvjzaikluqcw8rsol3tkvbhr-xdmdjludked_qbafrbocrtmqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23560205956&gbraid=0aaaaaday7czopzxfjlfauinzfwcovutna&gclid=cj0kcqjw9-pnbhdfarisabhn6-2werh6lnkrvfay9yfpbs169s-vy2ty5hqqlymh89ifbzo4zht62gmaatzpealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.95469279.2115203509.1772835327-340782221.1756055223,sin_path2,1,0,0,0,0,0,0,0,null
cart,?fbclid=pazxh0bgnhzw0cmteac3j0ywzhchbfawqpnty3mdy3mzqzmzuyndi3aagniwyrq_u1hspqiydd3wkpcajf4wh8oxjxoi06oyl9wnnbg2s7-hqthzqem4m_aem_kjhcpylae-2_tmn8vt-azw&utm_source=soicos&utm_medium=referral&utm_term=2554688476,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23561892698&gbraid=0aaaaaday7czqmjaal-5wpzwi83dozp0yy&gclid=cj0kcqjwve7nbhc-arisalzy9hwbcaa02cbwm0yd0luonrp2-qsndpbnrqirlblj9znaxtlmnl1xxmcaavl5ealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.254138312.1998956166.1774904963-222660461.1774183605,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.45032355.682077838.1772893415-464425625.1772893415,sin_path2,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cj0kcqjwmunnbhdbarisaondkpnndmndzmphzd1y4a2ruczgpjjuljarbllglt_3fqiufnqemmwkrt4aahjgealw_wcb&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
listas,paradise,1,0,0,0,0,0,0,0,null
listas,sobrecamisa-mujer,1,0,0,0,0,0,0,0,null
mujer,fox,1,0,0,0,0,0,0,0,null
collarines barra olimpica,sin_path2,1,0,0,0,0,0,0,0,null
listas,sitiales-cafe,1,0,0,0,0,0,0,0,null
767775010.htm,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23382776083&gbraid=0aaaaaday7cylv2txluqmbzcmpqrr_oqke&gclid=cjwkcajwvqjobhageiwangeqne0mshrrnuge1l06rh-kegdvf8fhgzmufv4vkzxqkybzg2_sqk5hbxoc__8qavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23555504846&gbraid=0aaaaaday7czbxndu0hizbfglmgkhcwxzc&gclid=cj0kcqjw4ppnbhd8arisamo-icy6xuig0gtmt0xjxscefyvvvmv3e2ntzlv3suqzyg6ibxjgasqxeniaavfhealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
cinturon,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23534888861&gbraid=0aaaaaday7czwtndhpehmtv-vekiug2qw_&gclid=cj0kcqjwmunnbhdbarisaondkplsnbvpheueolakknewvkxp9voyrtx0xama5mwkkg1gklt6rzarc9maajaeealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23539647763&gbraid=0aaaaaday7cyt9jyeadacv114n48h8xzfh&gclid=cjwkcajw687nbhb4eiwaq645dplh1vatzmre7efbhxiom6h4ihyqeq9qjdxi3jmwzcjezmrdutfuqxoclsaqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
pantalon opposite,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=18190873630&gbraid=0aaaaaday7cbradwiz1kvf9c537prmonwn&gclid=cj0kcqjwj47obhcmarisaf5wueebdlyawjfxtwa69fadenojhqths18412-hkmbzbsiz18v5tdy5ai4aald8ealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23554064868&gbraid=0aaaaaday7cymwmmvogrnntj4swlvtglay&gclid=cj0kcqjw1zjobhcmarisadduftdcbz-s4o-tcxtr0cpm__0gmj0vo5a4too124axamxq9ujq4nqb2xiaaq8eealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
listas,espumador-nespresso,1,0,0,0,0,0,0,0,null
listas,reef,1,0,0,0,0,0,0,0,null
call of duty,sin_path2,1,0,0,0,0,0,0,0,null
listas,vestido corto de fiesta kika,1,0,1,0,1,0,0,0,null
listas,realme,1,0,0,0,0,0,0,0,null
listas,calcetines,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23553507252&gbraid=0aaaaaday7cyvne_v1c225tt5jemnky-mc&gclid=cj0kcqjwpv7nbhczarisadkifwwcjy25n5r6ahu7f8ugpcj-6j0zhsxcc8we1bf7vl-9grljpvze6ycaahiqealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23563495867&gbraid=0aaaaaday7cbcneimwta4ypfniiswqdxh2&gclid=cjwkcajwg_nnbhageiwaiypya6b5wgq01b_ris7xpkvwhz9hdxoj5ukwml2gzqraxq9zbwbcscftlrocoymqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
american eagle mujer,sin_path2,1,0,0,0,0,0,0,0,null
listas,cuna-con-mudador,1,0,0,0,0,0,0,0,null
listas,soporte-monitor,1,0,2,0,2,0,0,0,null
listas,lapiceras,1,0,0,0,0,0,0,0,null
listas,response-runner-u,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=21134479841&gbraid=0aaaaaday7czrjjiivd_tvolpexo0-fvxi&gclid=cj0kcqjw4a3obhcharisachaqjprvnfdyufsrmcjhzkkwemspzwmg93shlnmsgojeu9lqvhrvdutq-uaaj72ealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
listas,vestuario,1,0,0,0,0,0,0,0,null
polera spalding,sin_path2,1,0,0,0,0,0,0,0,null
set-4-bowls-embossed-ceramica-390685999.htm,sin_path2,1,0,0,0,0,0,0,0,null
?gad_source=2&gad_campaignid=23669511497&gclid=cj0kcqjwm6pobhcrarisaig58ckphbgo2w2ck7vlg8khu210ulll0xfc48w-nnkwbbigzvzklxyymquaavc7ealw_wcb&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
listas,corseteria,1,0,0,0,0,0,0,0,null
?_ga=2.115615366.1827330190.1772483372-2107150147.1772483372,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23378529593&gbraid=0aaaaaday7cb2ofujjhgmqdu9hmznspo8u&gclid=cj0kcqjwmunnbhdbarisaondkpkphfguyto9pptad5vftzvwd8ra8vakekgaq3d9vcuvw5s7r0gziaeaakf9ealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
comedor 4 personas,sin_path2,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cj0kcqjw4a3obhcharisachaqjoxgk5vkn37_efqrw3mij5fkisft4k8zldtepzbv23nr2yr_r15wowaalftealw_wcb&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
netbook,sin_path2,1,0,0,0,0,0,0,0,null
sku mkdwc5f8ae-1 botebook,sin_path2,1,0,0,0,0,0,0,0,null
listas,parrot,1,0,0,0,0,0,0,0,null
listas,funko-pop-disney,1,0,0,0,0,0,0,0,null
respaldo,sin_path2,1,0,0,0,0,0,0,0,null
dormitorio,almohadas-ortopedicas,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=18324301623&gbraid=0aaaaaday7cyfr7rhxlaldzl6pqwihtw2i&gclid=cj0kcqia2btnbhdjarisak89wlfav0xh2fp-htbcrhvdrtmu4yedab95q5rpjhzkx4lo0ywwmouzek8aavc2ealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
listas,monitor-165hz,1,0,0,0,0,0,0,0,null
jugueteria,smashers,1,0,0,0,0,0,0,0,null
?gad_source=5&gad_campaignid=23617203495&gclid=cjwkcajwymnnbhbneiwa-kcguxgbdec1mneyxbbrtz3-tveggj963kvx2qanf-yqrwmxwkszps-uuxocfzsqavd_bwe&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
listas,telefono-adulto-mayor,1,0,1,0,1,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23561892698&gbraid=0aaaaaday7cag9tqwkswnxkso2nouxt64q&gclid=cj0kcqjw4ppnbhd8arisamo-iczu0_feazuoeybfgsbibw3oltm0bcs3wj9um9qgndd2z13vj8l5498aajxaealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
polera champion hombre,sin_path2,1,0,0,0,0,0,0,0,null
listas,bola-de-nieve,1,0,0,0,0,0,0,0,null
oscar de la renta,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23563495396&gbraid=0aaaaaday7czruoahtdglw5fjbp8gh9kcq&gclid=cj0kcqjwmunnbhdbarisaondkplgbgiiamjfuaas4dgokyo9cuehrr3dsw9nm8ixr6ibqula8img1veaalx0ealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
flare jeans,sin_path2,1,0,0,0,0,0,0,0,null
video portero,sin_path2,1,0,0,0,0,0,0,0,null
?gad_source=5&gad_campaignid=23617203495&gclid=eaiaiqobchmixfaoq_abkwmvekrdah3t8zkseaeyasaaegjgrpd_bwe&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
zapatos gamuza,sin_path2,1,0,0,0,0,0,0,0,null
termometro infrarrojo,sin_path2,1,0,0,0,0,0,0,0,null
listas,monitor-led,1,0,0,0,0,0,0,0,null
listas,netflix,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=16800406474&gbraid=0aaaaaday7cyzid5ult7agnwdgdwixy0sw&gclid=cjwkcajwjttnbhb0eiwauswyhuz0-rjqvsyylvijvvoea8ewiu7-gf5mattn7ihrozjwuocvekteqxocrheqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23373597111&gbraid=0aaaaaday7czu9lldhotm9onlna8ui1fog&gclid=cj0kcqjwgr_nbhdfarisahiuwr5c0mudqom79jynkdschawplj0gxl2u9pihy1yojikxnicc0df9dpwaaqdlealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
short mujer,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23560227013&gbraid=0aaaaaday7czfut4eemrp0sv7ofhferkpf&gclid=cj0kcqjwj47obhcmarisaf5wuee3yabgyyh3yuxe0s00niwt2uheiq18pnqy5gzogibxqmf8vmz3vxkaamcpealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
listas,bob,1,0,0,0,0,0,0,0,null
lápices sharpie,sin_path2,1,0,0,0,0,0,0,0,null
huawei p30 lite,sin_path2,1,0,0,0,0,0,0,0,null
regalos,?gad_source=1&gad_campaignid=23067772052&gclid=cjwkcajwjttnbhb0eiwauswyhnvzzstsi-e_ieys3hoczauqihual7mkmlub_zxhkugafdtujs5ojboc734qavd_bwe,1,0,0,0,0,0,0,0,null
lavadora frontal,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=16800406474&gbraid=0aaaaaday7cynbv5i540dosqcnr8sbhbqs&gclid=cj0kcqjwsdnnbhc4arisaa_3hejvugr3ujkkftt_gegph7ftagvhe3dfnu8nbf6t5axnlljcuqg7hdoaahhnealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
canilleras adidas,sin_path2,1,0,0,0,0,0,0,0,null
automotriz,aires-acondicionados,1,0,0,0,0,0,0,0,null
outlet,relojes,1,0,0,0,0,0,0,0,null
compostera,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23560221778&gbraid=0aaaaaday7cylbvn889d0zmplxn28iaxfb&gclid=cj0kcqia8ktnbhd_arisaovp6dkzpi3lrximmmqzgfissczl5dizn04ym1jgob22_u4pnenx70dwb0waata6ealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
dormitorio,cajoneras,1,0,0,0,0,0,0,0,null
?gad_source=2&gad_campaignid=23669511497&gclid=eaiaiqobchmion2dvcgvkwmvybyvah3zzcvieaeyaiaaegjcwvd_bwe&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23556682251&gbraid=0aaaaaday7cyoqm-x7ntqajkejbbsrlf8m&gclid=cjwkcajwpctnbha5eiwado1s9jwc3c87cpcuafdu0jvkr1wkebdho18vcvevvvhks7fgxzzxvhyn5bochleqavd_bwe,sin_path2,1,0,0,0,0,0,0,0,null
cascos mtb,sin_path2,1,0,0,0,0,0,0,0,null
automotriz,utilisimo,1,0,0,0,0,0,0,0,null
zapatos de futbol nike,sin_path2,1,0,0,0,0,0,0,0,null
?gad_source=5&gad_campaignid=23617203495&gclid=eaiaiqobchmi-vff4mqykwmvqty5bh2tljoeeaeyasaaegikxpd_bwe&gclsrc=aw.ds,sin_path2,1,0,1,0,1,0,0,0,null
huawei,sin_path2,1,0,0,0,0,0,0,0,null
osirs,sin_path2,1,0,0,0,0,0,0,0,null
pijama largo women secret,sin_path2,1,0,0,0,0,0,0,0,null
?gad_source=2&gad_campaignid=23669511497&gclid=cj0kcqjw7ijobhdyarisafzrwqweebzaqs8ue3fbargnw5j0fsiou5iodjk0wyubgqpi8ldxhly3-peaaixaealw_wcb&gclsrc=aw.ds,sin_path2,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cj0kcqjwpv7nbhczarisadkifwy-vmx3av7ylbriiwndy3sh0pp24t1dib9lhuu1dwii_pf1o_tbj8kaaulaealw_wcb&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
reloj dorado hombre,sin_path2,1,0,0,0,0,0,0,0,null
supermercado,?gad_source=2&gad_campaignid=21159140627&gclid=cjwkcajwyypobhbxeiwagpt8pzeizquer1emh5ybf3rvyenlxtvxt3_f_i2atc0trw3vjm7y5nqryhocrngqavd_bwe&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
concurso-samsung,?gad_source=2&gad_campaignid=21221346222&gclid=cj0kcqia2btnbhdjarisak89wlehh-ua_znkt7uzdkg6zbjxyet-q0owqmt1docw_yr6gds8uvffcyuaalrpealw_wcb&gclsrc=aw.ds,1,0,0,0,0,0,0,0,null
?_ga=2.124761411.813049459.1772496293-1112958257.1747003926,sin_path2,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23551023498&gbraid=0aaaaaday7cbcijpg23tyrfi24sxkb8qdh&gclid=cj0kcqjwmunnbhdbarisaondkpl8b0lv6idrxosfgwzmdsctoikx578vem7ajend0blfupemijnzknmaatljealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
listas,zapatillas-lona-mujer,1,0,0,0,0,0,0,0,null
?gclsrc=aw.ds&gad_source=4&gad_campaignid=23563508371&gbraid=0aaaaaday7caevdmy13pz2xjasvsvtpan8&gclid=cj0kcqia2btnbhdjarisak89wlgtrxman9j3ewvuajuy689iqss1emz_v8panf5uhvu4ock3iyacrhaaas7pealw_wcb,sin_path2,1,0,0,0,0,0,0,0,null
ondicionado 9000 btu,sin_path2,1,0,0,0,0,0,0,0,null
?_ga=2.181807713.758674894.1774149251-2023817876.1756301543,sin_path2,1,0,0,0,0,0,0,0,null
mantel cuadrado,sin_path2,1,0,0,0,0,0,0,0,null
chaqueta cuero negra,sin_path2,1,0,0,0,0,0,0,0,null
listas,hasbro-transformers,1,0,0,0,0,0,0,0,null
balsamo labial,sin_path2,1,0,0,0,0,0,0,0,null
poleron hombre,sin_path2,1,0,0,0,0,0,0,0,null
cart,?fbclid=pazxh0bgnhzw0cmteac3j0ywzhchbfawqpnty3mdy3mzqzmzuyndi3aagn245o-rpanb4mqsihvs2zgunfrxlhejhtmwrk6bayi0lfhgxhqkjg0kbtm_y_aem_g9bkolwcmexn2f2amefxwg&utm_source=soicos&utm_medium=referral&utm_term=2552576833,1,0,0,0,0,0,0,0,null
experiencias-y-servicios,?_ga=2.50009058.577533300.1774290552-767717030.1774290552,1,0,0,0,0,0,0,0,null
listas,grifos-de-agua,1,0,0,0,0,0,0,0,null
herramientas,accesorios-maquinarias-y-complementos,1,0,0,0,0,0,0,0,null
chaqueta escolar,sin_path2,1,0,0,0,0,0,0,0,null
